 step   time temperat  ferrite pearlite  bainite martensite xferrite xpearlite  xbainite  xmartensite  type
 new interval:  cooling rate  27.00  time      11.00
13950     5.167  680.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14000     5.185  680.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14050     5.204  679.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14100     5.222  679.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14150     5.241  678.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14200     5.259  678.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14250     5.278  677.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14300     5.296  677.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14350     5.315  676.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14400     5.333  676.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14450     5.352  675.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14500     5.370  675.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14550     5.389  674.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14600     5.407  674.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14650     5.426  673.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14700     5.444  673.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14750     5.463  672.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14800     5.481  672.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14850     5.500  671.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14900     5.519  671.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
14950     5.537  670.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
15000     5.556  670.000    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
15050     5.574  669.500    0.004    0.000    0.000    0.000    0.007    0.000    0.000    0.000 C
